reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
cac61f46-c6af-477e-8876-c27aa23a4f88,Abu HuararJatt,https://play-lh.googleusercontent.com/a/ACg8ocI4q3AF71o855coYkJ62qRVC04xNsN3chlZptowsIn-UTIo-w=mo,❤️ ❤️ ❤️,5,0,,2025-07-09 19:46:36,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 11:20:18,
6dacee68-87df-4dd1-8309-1d7c48fda4b5,Zulfiqar Ahmed Khan,https://play-lh.googleusercontent.com/a-/ALV-UjWrNOV_a9c0qqQvc6-8AEKKqVDzDVJdwJKKML1KBgs9rrBHa721JA,easy to use,5,0,1.0.58,2025-07-09 17:18:21,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 11:20:42,1.0.58
b3c4923d-1853-4049-887a-08eaf755c4cc,Jawad Ali Abro,https://play-lh.googleusercontent.com/a/ACg8ocI7-8sF7UbwbUZ7v_jQniuO3y6BRxCxHGMvMWQA0sRqqQ6KYg=mo,good 😊,5,0,1.0.58,2025-07-09 17:09:07,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 11:20:55,1.0.58
d6a3e2d6-70ff-4e1e-b0bf-ee46a60e8988,Toufeeq Ahmed,https://play-lh.googleusercontent.com/a-/ALV-UjXM1gJVAoQVKnaGusw4UsKyuFCMr5DOb0Xqqu1CRrDfjHds2bzL,"Too slow, poor performance, not user-friendly.",1,0,1.0.58,2025-07-09 14:31:23,"Please clear your device cache and check again.
",2025-07-10 11:24:17,1.0.58
c694d650-55fe-419a-a7e6-19a6550d89bf,Zain Raza,https://play-lh.googleusercontent.com/a/ACg8ocJ_fvAqw9tjhzGu3a_i2PGpDpDQeSrJLwnsiKPfpfQ-xWBndA=mo,good app but working issue done,4,0,1.0.58,2025-07-09 11:53:48,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 11:21:06,1.0.58
ff66e2a1-e595-45ba-9a1b-78e4cc1f0498,Zees din,https://play-lh.googleusercontent.com/a-/ALV-UjXjfDv3x3HY4Sgz9T_Ki3m-zdqsvofUAbV-urE-teCyUoFuEIEX,"The online banking service is very poor, especially for customers residing outside the country, as there is no adequate support available.",1,0,1.0.58,2025-07-09 10:47:48,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 11:24:30,1.0.58
88d41fc9-93f6-4c6c-85c9-09399f83d30e,Raheel Khan,https://play-lh.googleusercontent.com/a-/ALV-UjUiMQGKSwhe0K5Knt1jJEhEFQagl3Q5epnUfxXYe97pzFjKkzpt,Good,5,0,1.0.46,2025-07-09 10:40:23,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 11:21:34,1.0.46
04ab5f77-cc34-4b09-9cb5-18c91bca1065,Imdad Ali,https://play-lh.googleusercontent.com/a-/ALV-UjWBx9Vg_lsfnVRpkXWKEpc63alu6I6qsqDVQsQdqyYk95V5WXft,"I am disappointed, it's gives problems off and on. Now since 2 days I am unable to perform a transaction. initial login is ok but when I go in transfers, first it shows no accounts available, and then they appear but when I proceed for transfer further, it shows we are unable to perform this transaction at the moment. please contact your bank for further information.",3,1,1.0.58,2025-07-09 08:59:01,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 11:24:45,1.0.58
65cd6c30-5051-4613-92d4-bef6156e3a8c,Ashkan ButT,https://play-lh.googleusercontent.com/a/ACg8ocLX3YE1hKLFtqIU2sZBTrptfMheSIvWSCUdIfUfFwnCeGkxJqM=mo,not useful features,1,0,,2025-07-08 21:39:49,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.

",2025-07-10 11:24:57,
d091f2c3-fefa-4be7-a769-d4e43fb66095,SYED IQTERAB UL HASSAN,https://play-lh.googleusercontent.com/a-/ALV-UjUO9Kw3frEHp8HIy2-QSzdas8xJjcCKgZyMEb7qEtY_eNglHO0y,Worst mobile banking app i have ever seen. Outdated and slow. No upgradation for last 6 years(maybe more than that). No finger biometric option. Old OTP that takes 10 minutes to wait. The aap auto restart when we go to email for OTP.,1,0,1.0.58,2025-07-08 20:48:19,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 11:25:09,1.0.58
ccb4cf7c-079e-48c5-abee-f67e7a4bd447,Ayesha Majeed,https://play-lh.googleusercontent.com/a-/ALV-UjUyk7xOCKS-J1OqBS_yHhHZNIoHMLv6a0cSICCty9fcXifub1Be,why is this app not working it is urgent please look at this matter,1,1,1.0.58,2025-07-08 12:49:28,"Greetings,
Sorry for the inconvenience. Please clear your device cache and check again.",2025-07-10 11:25:45,1.0.58
3fab2081-bf61-4fe3-bda4-688eb9c52f94,Mehmood Hasan Meer,https://play-lh.googleusercontent.com/a-/ALV-UjVffdiD0anhk6621K2SdQ8s80soSYR33bp5OPb3AHQpCPrTqOD4,great,5,0,1.0.58,2025-07-08 12:16:48,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 11:21:48,1.0.58
669ebd1d-a662-48f9-beb8-e2e7dd343380,ADNAN KHAN,https://play-lh.googleusercontent.com/a-/ALV-UjXp736Y9sWaL51terxyUe038TP-dHtGpCrxG-unDN3nFMBuJVM,very bold and slow app .no need star to this app,1,0,1.0.58,2025-07-08 10:40:38,"Greetings,
Sorry for the inconvenience. Please clear your device cache and check again.

",2025-07-10 11:26:23,1.0.58
08a8ee27-2439-4f3e-b062-23384d2349be,Dazzling Mahi,https://play-lh.googleusercontent.com/a-/ALV-UjXSSs6s8Moxn_u1BzhTtF06QrWadWo_gkNR50-fVRvNCnZaV54,good 👍,5,0,1.0.58,2025-07-08 01:33:11,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 11:21:57,1.0.58
c6bf6e41-2bd5-4f33-861f-bc317ab46e6d,XaM Mughl,https://play-lh.googleusercontent.com/a/ACg8ocLJHu3-EcM3CRRDJjPCD6aHXgYMbf0oaqU2BzEM67SPzspNVQ=mo,"I am extremely disappointed with the substandard performance of the Bank AL Habib mobile application.Bank AL Habib Limited On two separate occasions this week, my valid username and password were not recognized by the system. When I attempted to reset my password, my account was subsequently blocked. Despite contacting the helpline and having the account reactivated, the same issue persisted upon my next login attempt. Additionally, the biometric fingerprint login feature consistently disabled",1,1,,2025-07-08 01:20:10,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.

",2025-07-10 12:01:08,
c3679a67-2d42-4db4-85c1-ffe0279ef3f6,Hassan Raza,https://play-lh.googleusercontent.com/a-/ALV-UjWcP84UryGksSEjpM6yI0Yb6DLSa5fWMHKEGjW0iiYgMMs-nle9pQ,slow performance often,5,0,1.0.58,2025-07-07 23:02:20,"Greetings,
Thank you for getting in touch. Please clear your device cache and check again.",2025-07-10 11:22:49,1.0.58
84e5b2ac-53ee-4e85-a7a8-d826ab1f57a6,Yousuf Malki,https://play-lh.googleusercontent.com/a-/ALV-UjXVHn1N2x8wDqQOUFixCKC3A6esmJugJHI4Wv_lK8MjEc18oNUEPg,"Update something, smooth it out, it's the same old features.",2,0,1.0.57,2025-07-07 20:24:18,"

Greetings,
Thank you for getting in touch. Please elaborate on your issue so we may assist you.
",2025-07-10 12:01:38,1.0.57
4a649f08-4fec-4e82-a7ce-876f7991c38d,Kanwal Khan,https://play-lh.googleusercontent.com/a-/ALV-UjVmEoetkC4P1KQcMzgpblA4DeniPfM54IJwybd_R4ueofEsue5J,Sab se gandi or third class service h enki sb se fuzol tareef bank h ye fee sb se ziyada highe h Lekin sb se bekar h,1,0,1.0.45,2025-07-07 19:54:10,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.


",2025-07-10 12:02:01,1.0.45
e961e47f-d2cd-4340-ae7b-febc700e552c,Umar Saleem,https://play-lh.googleusercontent.com/a/ACg8ocJsVq4eg7UiD3r4gbGAppovN7rzBgleQDyg2NhSaB5cxPxXdw=mo,nice,5,0,,2025-07-07 19:38:57,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 11:23:02,
9f95260f-bb13-4411-b054-ff72323e9ca9,Saqib Sher,https://play-lh.googleusercontent.com/a-/ALV-UjVSzIlgj_0Mc1eAIMOYKFv7ShIkXGq7js5voevp8vlKIWa2AHG-,"I’m very disappointed with the Al Habib Bank mobile application. The overall performance is extremely slow, making even the simplest tasks frustrating and time-consuming. In today’s digital world, where people expect fast and efficient mobile banking, Al Habib’s app feels far behind.",1,0,1.0.58,2025-07-07 16:36:30,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:02:52,1.0.58
a80ee8a4-e32b-4224-83f9-2c10e0fe634a,zubair akram,https://play-lh.googleusercontent.com/a-/ALV-UjXp_v1ZsCPpNNLM2tqslbpbISINH9YGXnjpGxbBhq20AdrTY_NI,worst digital app ever... using it for last 2 years..stuck any time the biggest trouble is no time and date schedule for banks statement..,1,0,1.0.58,2025-07-07 15:46:54,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:03:20,1.0.58
759bbed0-04e0-4e67-9f23-b6be66aec8fb,Taha Khan,https://play-lh.googleusercontent.com/a-/ALV-UjWrVAyRIf7YaSpV-bhXDdCsuA_OGEBLaCG277qD4W1UEUrZNrE,"horrible app, usually the link is down.",1,0,1.0.58,2025-07-07 14:03:42,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:03:27,1.0.58
b76c8874-b3c0-4ff1-b151-1fe349c70c30,Umer Aijaz,https://play-lh.googleusercontent.com/a/ACg8ocLF0C9t0Kisyqw2OPma0606x0WlNNz_pTS23Ei8eLfLa3QfCZ5P=mo,Always errors and problems,1,0,1.0.58,2025-07-07 12:49:40,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:03:36,1.0.58
34e21418-991c-468e-8fed-097184c382bd,Salman Soomro,https://play-lh.googleusercontent.com/a-/ALV-UjXxIIrix5f5BVgFYux75hXaeI-4qygyZSf7d_fD7I6dLe33ou2Y5w,worst banking app,1,0,1.0.58,2025-07-07 01:32:23,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:03:43,1.0.58
26638611-69c8-4bfb-b0c5-4227cb8af8ba,syed atif,https://play-lh.googleusercontent.com/a-/ALV-UjX1l0dUFtaccTpu4ZiRhbWfCk49fppshbovimpGHgP_UO_yrorP,Bad experience in customer care 3days still my issue not resolved I'm using mobile banking app such a losses services my mobile balance almost 2k decetion for 3days bank al habib customer service such a cheap,1,0,1.0.58,2025-07-06 21:01:23,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:03:51,1.0.58
ce652075-efcc-44ca-a72e-70f403a87773,Ralphl Lauren,https://play-lh.googleusercontent.com/a-/ALV-UjVyIUwARsU01kJ-oqvRw4fuTAuo9ASz0MzhkwnHL51MJreZC2_9,Crashing repeatedly since the start of July. Biometrics get disabled automatically. Was working fine till end of June,1,0,1.0.58,2025-07-06 20:28:40,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:04:01,1.0.58
e72cada9-eacd-47b1-8e56-1d25521866a1,Dev,https://play-lh.googleusercontent.com/a/ACg8ocLLMTeWhuBklEWFcofZFC5-yzFx885TTLKfNEVeE8Kk5jIl5A=mo,good app,5,0,,2025-07-06 13:01:40,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 12:08:27,
db895602-eeee-403d-be1c-becc60c1c033,M Hassan,https://play-lh.googleusercontent.com/a-/ALV-UjU3jUoLlJ0VBkYi9HJ8fIMvVa1wujvTjiGlKBZunS16PWn9IcsP,biometric scanner hony k bad bhi ap open nhi ho rhi ab kya masla hai,5,0,1.0.58,2025-07-06 05:21:29,,,1.0.58
f6957307-8c39-40c4-afd5-8a01633815bb,Talha Khan,https://play-lh.googleusercontent.com/a/ACg8ocJPquI2V--QeowMFhmlXhgN2imQrUGrAacbdyoZajOFMe5g5A=mo,Worst banking App! I want to rate it even below 1 star.,1,0,1.0.58,2025-07-05 17:59:56,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:04:10,1.0.58
c459b1ae-6dba-4d0e-ba36-be843188e4e7,M Raza,https://play-lh.googleusercontent.com/a-/ALV-UjW0DXSrDmooOB29JVfcv0wIP4MEme_rjlqfXNerDJOFCyPW78ru,GOOD app,5,0,,2025-07-05 17:05:22,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 12:09:50,
37e53245-ea68-4c14-9e2f-0bddb791090f,Muhammad Shahbaz,https://play-lh.googleusercontent.com/a-/ALV-UjU6o6p4ARNKQBC0L27YUg9oxOQT-PaFv5iczilbzFFPmDu6v2Y,useless app I think this is the most useless app in the world.,1,0,1.0.58,2025-07-05 12:52:47,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:07:35,1.0.58
de8f2aae-70d2-47f6-a8f1-1a6ed0009e32,Muhammad Sana Ullah,https://play-lh.googleusercontent.com/a-/ALV-UjX4f-qt8Z-yfBtBWgDOEitQaJOE6YkIDUphMKed--FFuSvFDiQY,good,5,0,1.0.58,2025-07-05 09:09:41,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 12:09:59,1.0.58
d7b0dc91-b7d8-4fda-8c5f-8bd0cde462f5,infinity USER'S,https://play-lh.googleusercontent.com/a/ACg8ocKYf72v0zym3HyYLM0UfhRPXB2IMV3a-cYLFYWKws3a5wFFfw=mo,very bad app every time you login you have to provide password even touch id is enabled in the app it keeps getting reset,1,0,1.0.58,2025-07-05 06:37:51,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:04:19,1.0.58
3490c50c-8bae-4885-9175-7e84094a8f44,Hira Ayesha,https://play-lh.googleusercontent.com/a-/ALV-UjVXxvZGOQgDpIkaJNChqU7hlmU4H-fR7jxLoadudYJ8Inx3Jrg0,Extremely disappointed. I think the bank should pay special attention to digital banking app as it is a necessity for people these days.,1,0,1.0.58,2025-07-04 15:40:59,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:04:29,1.0.58
9351e60d-0328-43d3-bd8b-f67fc307d2cc,Montesori Advance_Olive,https://play-lh.googleusercontent.com/a/ACg8ocLHXUbQyvkaWMGPdyypsumAuc2jRwQxrCpICpbH2E5QSsEoHw=mo,extremely slow its pro PTCL version banking app...,1,0,,2025-07-04 01:41:34,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:04:54,
54d10b7a-825e-41a4-986e-c622e937e904,Asif Raza,https://play-lh.googleusercontent.com/a/ACg8ocJ_x7uyccbRdTqXvv9MNosAxG2dYiOYaZvjYSwRp0DRXWK5ow=mo,excellent service,5,0,,2025-07-04 00:38:50,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 12:10:08,
b11158bc-c1c5-4ae0-9951-df0786af0b89,Zulfiqar Sahito,https://play-lh.googleusercontent.com/a/ACg8ocKrbWLd8dZTX63a9DpRpKYhmesI5eLGWjDJR31LCWLEzotjTw=mo,"aftet new update, whenever I m trying to open app it shows error",1,0,,2025-07-03 21:38:22,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:04:50,
54655430-6dd2-43d4-93c8-aaa032ccad6e,Rameez Ramzan,https://play-lh.googleusercontent.com/a-/ALV-UjV_KX6GAqiaejmNwgKSupA0ktqmEpxPirWzKGRpO_Srop2Qmv5bqQ,Pathetic Banking App. I must say that bank also get pathetic mobile app bank.,1,0,1.0.37,2025-07-03 21:00:22,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:05:04,1.0.37
c2977930-2ae0-423e-bb24-05dc4dacce25,Awais Dilshad,https://play-lh.googleusercontent.com/a-/ALV-UjXqRRT8KsdgSUQTemDeNV-0oVeQc1lQgrpQvHK04ML6U5QvwL9C,good app,5,0,1.0.58,2025-07-03 19:08:28,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 12:10:17,1.0.58
4cd98fea-88b5-4d98-a70c-15a62f1fe95f,Noor Butt,https://play-lh.googleusercontent.com/a-/ALV-UjVvknOa_7qtjlsJNth2CAnMh9qsq3IbMQ-IzIeeIX_COzXiq9mC,"even they don't deserve 1 start .. worst bank award goes to Al Habib. hamry area Mai female staff hi nh hai ..gents ki gents hoty k apna problem solve karny Mai time lg jta ,.. aj Tak Inka card nh chalaa in k atm Mai hamesha Mai meezan bank ja k paisy cash karvati .... I swear to God mri sb sy bari ghlti ink bank Mai account opened karwana tha..",1,0,1.0.58,2025-07-03 16:00:06,,,1.0.58
4478daaa-c626-45fe-8658-ea26acf1c529,Zarak Khan,https://play-lh.googleusercontent.com/a-/ALV-UjXBdkN9I1A1PaBB8unndUI1dbGzBWBZ4udLPZ-pF-kEwfyGSC0,Good bank,5,0,1.0.58,2025-07-03 13:57:03,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 12:10:32,1.0.58
0bbd7f65-3d5e-4e8a-8cb9-2bd105f857ed,Haris Shahid,https://play-lh.googleusercontent.com/a-/ALV-UjV75tsT6GG9XcRv2i4K_84YB0vjbfDF_-CPcps6wM9wcWr5JwiR,very bad experience of this app,1,0,1.0.58,2025-07-03 12:41:34,"Greetings,
Thank you for getting in touch. Please elaborate on your issue so we may assist you.
",2025-07-10 12:06:02,1.0.58
80d66894-18bb-4fe4-8ed2-4e7487fa6851,Ashraf Ali,https://play-lh.googleusercontent.com/a/ACg8ocIGr5BvFlHzCPh0tTocZzADOL6vgEZ4UlOPtW_py7ZylNBePA=mo,worst app and bank i have ever used.,1,0,,2025-07-03 12:13:53,"Greetings,
Thank you for getting in touch. Please elaborate on your issue so we may assist you.
",2025-07-10 12:06:10,
61413bd9-aa0d-4676-a123-fb887360990d,Shariq Khan,https://play-lh.googleusercontent.com/a-/ALV-UjXPt6sCYWyhzsLEIZ26JB5RHSh06ZdIlp6fXe1-lGoITF-sjwPe,pathetic experience. just opened the app and it stops providing option for biometric login. How it happens? Anyone here who is responsible for this loss??,1,0,1.0.58,2025-07-03 01:04:54,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:07:06,1.0.58
659f7bf6-77dd-485e-9bc8-002fb74ff139,Ali mukhlisi,https://play-lh.googleusercontent.com/a-/ALV-UjWtM4FPsPgT8EZnCojcVumAmrfIGsUwpaWn40aDA-MDIuB1CnWe,Worst... No customer service.,1,0,1.0.58,2025-07-02 21:54:41,"Greetings,
Thank you for getting in touch. Please elaborate on your issue so we may assist you.
",2025-07-10 12:06:38,1.0.58
ea5c782d-dd48-4b78-8fb0-058c52a18777,Measam Abbas,https://play-lh.googleusercontent.com/a/ACg8ocKJyBGbucMtVGImqGjQbumFhMoOQF0qUaE0Gf2NZq66gM2j3Q=mo,nice app,5,0,1.0.58,2025-07-02 21:27:10,"Greetings,
Thank you for the valuable feedback.
",2025-07-10 12:11:33,1.0.58
a4b129a3-fda6-47c2-a874-e95ae59cd2b0,Shahzad Ahmad,https://play-lh.googleusercontent.com/a/ACg8ocKIiUsnR2ull7QjLBvV9JYlOMZTAKaE-Kcz1Cn1tx-B0GUfkA=mo,sir kia waja h app work q ni krti kafi bar registration ki but failed why? already registered show h phr b open ni?,1,0,1.0.58,2025-07-02 18:41:09,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:20:06,1.0.58
7b892076-7c60-42cf-9adc-aa02e14ecd70,Zaheer Abbas mir,https://play-lh.googleusercontent.com/a-/ALV-UjXShl5XBKKoU8SGIS3zw-DSZNKQQqruVN90jilVp4i1bL1Qww,"I'm very disappointed by using your mob bank app for couples for days as my app isn't working. when I tried to open it ,its shows ""ssl pinning failed"" what's wrong is that. kindly resolve the issue asap",1,0,,2025-07-02 14:14:10,"Greetings,
Sorry for the inconvenience. Please clear your device cache and check again.
",2025-07-10 12:19:35,
f0e2d1f6-db52-4075-8881-3abcc0434b53,hasan khalid,https://play-lh.googleusercontent.com/a/ACg8ocJ_eZcGgeXMX5vfgCtqJiuzgTd9ob_i3OnYTzCKFw6OKN_eVA=mo,app not working fine,1,0,,2025-07-02 13:07:48,"Greetings,
Sorry for the inconvenience caused. Please clear your device cache and check again.

",2025-07-10 12:18:40,
9223635a-681b-43ee-86ae-f3a1a8e624fc,Naeema Khwaja,https://play-lh.googleusercontent.com/a/ACg8ocIYQ2mqVdT8ynxIk40POPwHfwgd1Fl5GZQg9aAU2NwyKl52gg=mo,I put correct Gmail which I use making bank account but it says its an error why,1,0,1.0.58,2025-07-02 12:42:30,"Greetings,

We apologize for the inconvenience. Please email detailed information to feedback@bankalhabib.com or contact us via our official Facebook page. Our team will promptly investigate and address your concerns.

For further assistance, call 021-111-014-014.
",2025-07-10 12:17:10,1.0.58
